t,n_grads,f,comm_rounds,var_error
0.0,0.0,2.7215866406892424,0.0,1.332179427085338
1.0,32560.0,1.8973656527862575,1.0,1.2710745739151152
2.0,65120.0,1.2430370000508633,2.0,1.2242841828018014
3.0,97680.0,0.8471516093680064,3.0,1.1921679066675672
4.0,130240.0,0.6716993453519371,4.0,1.17178243437733
5.0,162800.0,0.5994747155567046,5.0,1.1577806300974571
6.0,195360.0,0.5653284637076071,6.0,1.1467822145920201
7.0,227920.0,0.5459526097564878,7.0,1.137337895993767
8.0,260480.0,0.5329561029443125,8.0,1.1288205302077554
9.0,293040.0,0.5230476790243681,9.0,1.1209322635395216
10.0,325600.0,0.5148280168234523,10.0,1.113516224405044
11.0,358160.0,0.50765561670182,11.0,1.106480844525061
12.0,390720.0,0.5012127782154968,12.0,1.0997676705648667
13.0,423280.0,0.4953288270953095,13.0,1.0933365796915622
14.0,455840.0,0.48990364219001836,14.0,1.0871582134752857
15.0,488400.0,0.48487254003659674,15.0,1.0812097801872829
16.0,520960.0,0.4801894404066789,16.0,1.075472681785998
17.0,553520.0,0.4758186342078907,17.0,1.0699311632459747
18.0,586080.0,0.4717307148776046,18.0,1.064571511566576
19.0,618640.0,0.46790050868466276,19.0,1.0593815570157112
20.0,651200.0,0.4643059496844429,20.0,1.0543503575105053
21.0,683760.0,0.46092741275613475,21.0,1.0494679954187827
22.0,716320.0,0.45774728826181005,22.0,1.0447254354551456
23.0,748880.0,0.45474969326834686,23.0,1.0401144127318223
24.0,781440.0,0.45192025950972947,24.0,1.0356273390212167
25.0,814000.0,0.44924596381315013,25.0,1.031257224482914
26.0,846560.0,0.4467149842317611,26.0,1.0269976129862186
27.0,879120.0,0.444316574682856,27.0,1.0228425281193798
28.0,911680.0,0.44204095443459446,28.0,1.0187864272417115
29.0,944240.0,0.4398792099827274,29.0,1.0148241619057514
30.0,976800.0,0.4378232076889067,30.0,1.0109509435217718
31.0,1009360.0,0.43586551611726687,31.0,1.0071623132278527
32.0,1041920.0,0.4339993371203771,32.0,1.0034541150239698
33.0,1074480.0,0.43221844461562026,33.0,0.999822471480474
34.0,1107040.0,0.4305171299734484,34.0,0.9962637615972537
35.0,1139600.0,0.4288901530866347,35.0,0.9927746005581904
36.0,1172160.0,0.42733269840186194,36.0,0.9893518212120731
37.0,1204720.0,0.4258403353714163,37.0,0.9859924571609493
38.0,1237280.0,0.4244089828938862,38.0,0.9826937273592925
39.0,1269840.0,0.4230348773708072,39.0,0.9794530221190684
40.0,1302400.0,0.42171454403119174,40.0,0.9762678903907511
41.0,1334960.0,0.4204447711865185,41.0,0.9731360281730044
42.0,1367520.0,0.4192225870910553,42.0,0.9700552679077398
43.0,1400080.0,0.4180452391055723,43.0,0.9670235687393399
44.0,1432640.0,0.41691017489649485,44.0,0.9640390075453156
45.0,1465200.0,0.4158150254409282,45.0,0.9610997706703308
46.0,1497760.0,0.41475758964356707,46.0,0.9582041463113373
47.0,1530320.0,0.4137358204000888,47.0,0.9553505175083142
48.0,1562880.0,0.41274781196261934,48.0,0.9525373556956495
49.0,1595440.0,0.4117917884779935,49.0,0.9497632147675302
50.0,1628000.0,0.41086609358129894,50.0,0.9470267256102213
51.0,1660560.0,0.4099691809376459,51.0,0.9443265910562993
52.0,1693120.0,0.40909960563536657,52.0,0.9416615812205507
53.0,1725680.0,0.4082560163441088,53.0,0.9390305291828909
54.0,1758240.0,0.40743714816118437,54.0,0.9364323269889925
55.0,1790800.0,0.4066418160785636,55.0,0.9338659219433699
56.0,1823360.0,0.405868909010754,56.0,0.9313303131723659
57.0,1855920.0,0.4051173843304123,57.0,0.9288245484361438
58.0,1888480.0,0.4043862628640803,58.0,0.9263477211699355
59.0,1921040.0,0.40367462430517514,59.0,0.9238989677359138
60.0,1953600.0,0.4029816030055379,60.0,0.921477464868365
61.0,1986160.0,0.4023063841106276,61.0,0.9190824272963312
62.0,2018720.0,0.40164820000691315,62.0,0.9167131055294777
63.0,2051280.0,0.40100632705318595,63.0,0.9143687837944113
64.0,2083840.0,0.40038008257037955,64.0,0.9120487781099663
65.0,2116400.0,0.3997688220670367,65.0,0.9097524344910288
66.0,2148960.0,0.39917193667982487,66.0,0.9074791272713302
67.0,2181520.0,0.3985888508104919,67.0,0.9052282575363633
68.0,2214080.0,0.39801901994241823,68.0,0.9029992516582378
69.0,2246640.0,0.39746192862149726,69.0,0.9007915599249113
70.0,2279200.0,0.3969170885874894,70.0,0.8986046552568401
71.0,2311760.0,0.396384037043277,71.0,0.8964380320046739
72.0,2344320.0,0.3958623350506021,72.0,0.8942912048221561
73.0,2376880.0,0.3953515660419188,73.0,0.8921637076088917
74.0,2409440.0,0.3948513344389305,74.0,0.890055092518065
75.0,2442000.0,0.3943612643692362,75.0,0.8879649290245916
76.0,2474560.0,0.3938809984732687,76.0,0.8858928030495282
77.0,2507120.0,0.3934101967943997,77.0,0.8838383161368764
78.0,2539680.0,0.3929485357457018,78.0,0.8818010846792074
79.0,2572240.0,0.39249570714742416,79.0,0.8797807391888017
80.0,2604800.0,0.39205141732974347,80.0,0.8777769236112539
81.0,2637360.0,0.39161538629581616,81.0,0.8757892946787119
82.0,2669920.0,0.39118734694057605,82.0,0.8738175213001443
83.0,2702480.0,0.3907670443211031,83.0,0.8718612839862186
84.0,2735040.0,0.3903542349747361,84.0,0.8699202743065474
85.0,2767600.0,0.38994868628141494,85.0,0.8679941943772288
86.0,2800160.0,0.3895501758670257,86.0,0.8660827563767478
87.0,2832720.0,0.38915849104478334,87.0,0.8641856820884494
88.0,2865280.0,0.3887734282919202,88.0,0.8623027024679121
89.0,2897840.0,0.3883947927591716,89.0,0.8604335572336758
90.0,2930400.0,0.38802239781074144,90.0,0.8585779944798805
91.0,2962960.0,0.3876560645926154,91.0,0.8567357703094757
92.0,2995520.0,0.387295621627255,92.0,0.8549066484867478
93.0,3028080.0,0.386940904432853,93.0,0.8530904001080056
94.0,3060640.0,0.38659175516547645,94.0,0.8512868032893331
95.0,3093200.0,0.38624802228254296,95.0,0.8494956428703999
96.0,3125760.0,0.38590956022619777,96.0,0.8477167101333847
97.0,3158320.0,0.38557622912526407,97.0,0.8459498025361231
98.0,3190880.0,0.38524789451453634,98.0,0.8441947234586582
99.0,3223440.0,0.3849244270702789,99.0,0.8424512819624221
100.0,3256000.0,0.384605702360873,100.0,0.8407192925613233
101.0,3288560.0,0.38429160061163264,101.0,0.8389985750040668
102.0,3321120.0,0.38398200648287917,102.0,0.8372889540670729
103.0,3353680.0,0.38367680886043193,103.0,0.8355902593574035
